Region,Latitude,Longitude,AgeRange,UserId,Label,Total_Quantity,Total_Value,Total_churn_period,StDev_Quantity,StDev_Value,StDev_churn_period,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_churn_period,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_churn_period,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_churn_period,Total_churn_period_per_Unique_TransactionId,Total_churn_period_per_Unique_ItemId,Total_churn_period_per_Unique_churn_period
Midwest,40.424648,-83.378905,36-40,1175851,Nonchurner,30,1670,420,0.827170191868511,75.6623385422643,0,0.1,30,20,13,1,1.42857142857143,2.14285714285714,15,79.5238095238095,119.285714285714,835,20,30,210
Midwest,40.424648,-83.378905,36-40,589840,Churner,9,1316,168,0.353553390593274,206.899561554462,0,0,42,8,8,1,1,1,4.5,146.222222222222,146.222222222222,658,18.6666666666667,18.6666666666667,84
Midwest,40.424648,-83.378905,36-40,1535105,Churner,25,1581,357,1.06757008311068,45.6193489651047,0,0,12,17,14,1,1.38888888888889,1.66666666666667,12.5,87.8333333333333,105.4,790.5,19.8333333333333,23.8,178.5
Midwest,40.424648,-83.378905,36-40,397568,Churner,16,2044,315,0.258198889747161,196.826779053006,0,0,80,15,13,1,1,1.14285714285714,8,127.75,146,1022,19.6875,22.5,157.5
Midwest,40.424648,-83.378905,36-40,2162690,Nonchurner,12,2563,231,0.301511344577764,194.593422293766,0,0,66,11,10,1,1,1.09090909090909,6,213.583333333333,233,1281.5,19.25,21,115.5
Midwest,40.424648,-83.378905,36-40,1300130,Churner,25,1475,420,0.638666373658505,49.8322184936613,0,0,89,20,15,1,1.19047619047619,1.5625,12.5,70.2380952380952,92.1875,737.5,20,26.25,210
Midwest,40.424648,-83.378905,36-40,1829310,Churner,29,2182,504,0.658005330140078,83.634253782748,0,0,87,24,21,1,1.16,1.31818181818182,14.5,87.28,99.1818181818182,1091,20.16,22.9090909090909,252
Midwest,40.424648,-83.378905,36-40,1371192,Churner,6,661,105,0.447213595499958,151.128091366231,0,0,83,5,4,1,1,1.2,3,110.166666666667,132.2,330.5,17.5,21,52.5
Midwest,40.424648,-83.378905,36-40,1742367,Nonchurner,71,5013,924,1.16570986639061,128.203580425145,0,1.09090909090909,18,44,31,1,1.57777777777778,2.21875,35.5,111.4,156.65625,2506.5,20.5333333333333,28.875,462
Midwest,40.424648,-83.378905,36-40,1968576,Churner,1,256,21,0,0,0,0,97,1,1,1,0.5,0.5,0.5,128,128,128,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,2022345,Churner,11,1282,168,0.517549169506766,111.695696297702,0,0,59,8,8,1,1.22222222222222,1.22222222222222,5.5,142.444444444444,142.444444444444,641,18.6666666666667,18.6666666666667,84
Midwest,40.424648,-83.378905,36-40,1909470,Churner,15,1167,231,0.504524979109513,105.406313421402,0,4.45454545454545,24,11,9,1,1.25,1.5,7.5,97.25,116.7,583.5,19.25,23.1,115.5
Midwest,40.424648,-83.378905,36-40,1616620,Churner,6,658,84,1,153.459006469698,0,0,86,4,3,1,1.2,1.5,3,131.6,164.5,329,16.8,21,42
Midwest,40.424648,-83.378905,36-40,2002347,Churner,1,289,21,0,0,0,0,54,1,1,1,0.5,0.5,0.5,144.5,144.5,144.5,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,1658941,Churner,19,1456,210,1.52388392675499,119.624597990733,0,0,20,10,7,1,1.72727272727273,2.375,9.5,132.363636363636,182,728,19.0909090909091,26.25,105
Midwest,40.424648,-83.378905,36-40,1059663,Churner,7,395,105,0.547722557505166,48.9234095295902,0,0,68,5,5,1,1.16666666666667,1.16666666666667,3.5,65.8333333333333,65.8333333333333,197.5,17.5,17.5,52.5
Midwest,40.424648,-83.378905,36-40,2167657,Churner,7,371,126,0.408248290463863,38.9944440486932,0,0,43,6,6,1,1,1,3.5,53,53,185.5,18,18,63
Midwest,40.424648,-83.378905,36-40,124515,Churner,5,354,63,1.15470053837925,147.227714782238,0,2.66666666666667,29,3,3,1,1.25,1.25,2.5,88.5,88.5,177,15.75,15.75,31.5
Midwest,40.424648,-83.378905,36-40,2008011,Churner,12,664,210,0.421637021355784,25.4042866024177,0,0,68,10,9,1,1.09090909090909,1.2,6,60.3636363636364,66.4,332,19.0909090909091,21,105
Midwest,40.424648,-83.378905,36-40,1462586,Churner,7,435,84,1.5,181.021867923924,0,0,11,4,4,1,1.4,1.4,3.5,87,87,217.5,16.8,16.8,42
Midwest,40.424648,-83.378905,36-40,1584356,Churner,90,9538,1302,0.618761834921456,131.519641810318,0,1.35483870967742,10,62,33,1,1.42857142857143,2.64705882352941,45,151.396825396825,280.529411764706,4769,20.6666666666667,38.2941176470588,651
Midwest,40.424648,-83.378905,36-40,1685305,Churner,29,1352,399,0.611775290321498,40.9840933342772,0,0,93,19,16,1,1.45,1.70588235294118,14.5,67.6,79.5294117647059,676,19.95,23.4705882352941,199.5
Midwest,40.424648,-83.378905,36-40,785952,Churner,32,2582,441,0.813575295780767,121.216531954382,0,3.42857142857143,22,21,16,1,1.45454545454545,1.88235294117647,16,117.363636363636,151.882352941176,1291,20.0454545454545,25.9411764705882,220.5
Midwest,40.424648,-83.378905,36-40,1989526,Nonchurner,122,10929,1386,1.6004078734202,222.73806467361,0,1.28787878787879,8,66,37,1,1.82089552238806,3.21052631578947,61,163.119402985075,287.605263157895,5464.5,20.6865671641791,36.4736842105263,693
Midwest,40.424648,-83.378905,36-40,1038750,Churner,6,674,105,0.447213595499958,87.1102749392975,0,4.4,43,5,5,1,1,1,3,112.333333333333,112.333333333333,337,17.5,17.5,52.5
Midwest,40.424648,-83.378905,36-40,1161212,Nonchurner,127,11512,2142,0.695619597162496,202.637804924128,0,0.617647058823529,31,102,67,1,1.23300970873786,1.86764705882353,63.5,111.766990291262,169.294117647059,5756,20.7961165048544,31.5,1071
Midwest,40.424648,-83.378905,36-40,1904116,Churner,24,1652,357,0.618346942400842,66.2535237686623,0,0,78,17,14,1,1.33333333333333,1.6,12,91.7777777777778,110.133333333333,826,19.8333333333333,23.8,178.5
Midwest,40.424648,-83.378905,36-40,995344,Nonchurner,15,688,210,1.58113883008419,63.097455486643,0,0,12,10,10,1,1.36363636363636,1.36363636363636,7.5,62.5454545454545,62.5454545454545,344,19.0909090909091,19.0909090909091,105
Midwest,40.424648,-83.378905,36-40,310222,Churner,64,2755,903,0.827275880259905,35.7187394786634,0,0,50,43,18,1,1.45454545454545,3.36842105263158,32,62.6136363636364,145,1377.5,20.5227272727273,47.5263157894737,451.5
Midwest,40.424648,-83.378905,36-40,525954,Churner,56,3499,840,0.590523453148094,78.4640984373729,0,1.075,16,40,33,1,1.36585365853659,1.64705882352941,28,85.3414634146341,102.911764705882,1749.5,20.4878048780488,24.7058823529412,420
Midwest,40.424648,-83.378905,36-40,1824216,Churner,43,4967,546,0.977437780825263,155.617089233601,0,1.80769230769231,19,26,24,1,1.59259259259259,1.72,21.5,183.962962962963,198.68,2483.5,20.2222222222222,21.84,273
Midwest,40.424648,-83.378905,36-40,1765519,Nonchurner,67,4533,903,1.51661159891754,80.4532495298444,0,1.06976744186047,17,43,30,1,1.52272727272727,2.16129032258065,33.5,103.022727272727,146.225806451613,2266.5,20.5227272727273,29.1290322580645,451.5
Midwest,40.424648,-83.378905,36-40,549219,Churner,22,2146,357,0.469668218313862,101.125867988713,0,1.11764705882353,17,17,13,1,1.22222222222222,1.57142857142857,11,119.222222222222,153.285714285714,1073,19.8333333333333,25.5,178.5
Midwest,40.424648,-83.378905,36-40,1815870,Churner,8,467,147,0.377964473009227,44.4586485238972,0,0,38,7,7,1,1,1,4,58.375,58.375,233.5,18.375,18.375,73.5
Midwest,40.424648,-83.378905,36-40,1887037,Churner,6,352,63,0,140.717210508642,0,0,41,3,3,1,1.5,1.5,3,88,88,176,15.75,15.75,31.5
Midwest,40.424648,-83.378905,36-40,551588,Nonchurner,29,2620,420,0.68633274115326,86.9591555665193,0,0,24,20,19,1,1.38095238095238,1.45,14.5,124.761904761905,131,1310,20,21,210
Midwest,40.424648,-83.378905,36-40,938013,Churner,11,2757,147,0.786795792469443,706.863831434652,0,0,6,7,5,1,1.375,1.83333333333333,5.5,344.625,459.5,1378.5,18.375,24.5,73.5
Midwest,40.424648,-83.378905,36-40,1815498,Churner,67,6691,756,2.26971084096351,175.934915364871,0,0,52,36,24,1,1.81081081081081,2.68,33.5,180.837837837838,267.64,3345.5,20.4324324324324,30.24,378
Midwest,40.424648,-83.378905,36-40,964296,Churner,8,465,126,0.516397779494322,31.1753107442412,0,10.3333333333333,7,6,6,1,1.14285714285714,1.14285714285714,4,66.4285714285714,66.4285714285714,232.5,18,18,63
Midwest,40.424648,-83.378905,36-40,902090,Nonchurner,12,811,168,0.534522483824849,87.7820962871782,0,10.75,1,8,6,1,1.33333333333333,1.71428571428571,6,90.1111111111111,115.857142857143,405.5,18.6666666666667,24,84
Midwest,40.424648,-83.378905,36-40,1658019,Churner,37,7431,357,2.35147012838902,779.103722423477,0,3.76470588235294,29,17,17,1,2.05555555555556,2.05555555555556,18.5,412.833333333333,412.833333333333,3715.5,19.8333333333333,19.8333333333333,178.5
Midwest,40.424648,-83.378905,36-40,1928037,Nonchurner,45,5626,798,0.392859452063192,96.1412101556087,0,0,80,38,25,1,1.15384615384615,1.73076923076923,22.5,144.25641025641,216.384615384615,2813,20.4615384615385,30.6923076923077,399
Midwest,40.424648,-83.378905,36-40,2001241,Nonchurner,64,13910,1008,0.558620387730928,430.067681874502,0,1.77083333333333,3,48,27,1,1.30612244897959,2.28571428571429,32,283.877551020408,496.785714285714,6955,20.5714285714286,36,504
Midwest,40.424648,-83.378905,36-40,867481,Churner,3,149,42,0.707106781186548,2.12132034355964,0,0,74,2,2,1,1,1,1.5,49.6666666666667,49.6666666666667,74.5,14,14,21
Midwest,40.424648,-83.378905,36-40,1549546,Churner,20,1153,294,1.08940955880384,59.3899850957241,0,0,56,14,12,1,1.33333333333333,1.53846153846154,10,76.8666666666667,88.6923076923077,576.5,19.6,22.6153846153846,147
Midwest,40.424648,-83.378905,36-40,1386233,Nonchurner,17,1663,357,0,97.0819468890314,0,0,11,17,13,1,0.944444444444444,1.21428571428571,8.5,92.3888888888889,118.785714285714,831.5,19.8333333333333,25.5,178.5
Midwest,40.424648,-83.378905,36-40,1105889,Nonchurner,105,7972,2142,0.16979208910779,60.7212010698661,0,0.892156862745098,4,102,49,1,1.01941747572816,2.1,52.5,77.3980582524272,159.44,3986,20.7961165048544,42.84,1071
Midwest,40.424648,-83.378905,36-40,2148038,Nonchurner,29,1810,252,1.50504203102489,90.5667341430248,0,2.75,25,12,10,1,2.23076923076923,2.63636363636364,14.5,139.230769230769,164.545454545455,905,19.3846153846154,22.9090909090909,126
Midwest,40.424648,-83.378905,36-40,1238273,Nonchurner,11,676,189,0.666666666666667,52.8569873442586,0,0,55,9,5,1,1.1,1.83333333333333,5.5,67.6,112.666666666667,338,18.9,31.5,94.5
Midwest,40.424648,-83.378905,36-40,979504,Nonchurner,26,1486,462,0.394771016975861,43.1119553330708,0,2.68181818181818,14,22,15,1,1.1304347826087,1.625,13,64.6086956521739,92.875,743,20.0869565217391,28.875,231
Midwest,40.424648,-83.378905,36-40,1816099,Churner,1,329,21,0,0,0,0,75,1,1,1,0.5,0.5,0.5,164.5,164.5,164.5,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,1615593,Nonchurner,42,3256,798,0.311011747775905,74.9580442154351,0,1.28947368421053,24,38,27,1,1.07692307692308,1.5,21,83.4871794871795,116.285714285714,1628,20.4615384615385,28.5,399
Midwest,40.424648,-83.378905,41-45,826235,Churner,34,1940,693,0.174077655955698,30.4115084874928,0,1.87878787878788,18,33,26,1,1,1.25925925925926,17,57.0588235294118,71.8518518518518,970,20.3823529411765,25.6666666666667,346.5
Midwest,40.424648,-83.378905,41-45,2160757,Churner,14,1520,294,0,45.4781676880647,0,0,74,14,14,1,0.933333333333333,0.933333333333333,7,101.333333333333,101.333333333333,760,19.6,19.6,147
Midwest,40.424648,-83.378905,41-45,966351,Churner,160,19736,2436,0.947813707744146,394.13837553639,0,0.594827586206897,4,116,73,1,1.36752136752137,2.16216216216216,80,168.683760683761,266.702702702703,9868,20.8205128205128,32.9189189189189,1218
Midwest,40.424648,-83.378905,41-45,216562,Churner,10,514,168,0.462910049886276,46.7478036153266,0,0,44,8,7,1,1.11111111111111,1.25,5,57.1111111111111,64.25,257,18.6666666666667,21,84
Midwest,40.424648,-83.378905,41-45,1893694,Churner,5,315,42,2.12132034355964,111.015764646288,0,0,77,2,2,1,1.66666666666667,1.66666666666667,2.5,105,105,157.5,14,14,21
Midwest,40.424648,-83.378905,41-45,1445657,Churner,24,2515,399,0.452413928358864,77.4784633346697,0,0,4,19,14,1,1.2,1.6,12,125.75,167.666666666667,1257.5,19.95,26.6,199.5
Midwest,40.424648,-83.378905,41-45,1897104,Churner,3,666,63,0,156.038456798316,0,0,55,3,3,1,0.75,0.75,1.5,166.5,166.5,333,15.75,15.75,31.5
Midwest,40.424648,-83.378905,41-45,2156040,Churner,72,5888,1239,0.61777678733614,75.6091993264952,0,0.457627118644068,67,59,45,1,1.2,1.56521739130435,36,98.1333333333333,128,2944,20.65,26.9347826086957,619.5
Midwest,40.424648,-83.378905,41-45,2041780,Churner,1,66,21,0,0,0,0,11,1,1,1,0.5,0.5,0.5,33,33,33,10.5,10.5,10.5
Midwest,40.424648,-83.378905,41-45,1078589,Churner,24,3848,420,0.410391340834062,212.59930187537,0,0,31,20,17,1,1.14285714285714,1.33333333333333,12,183.238095238095,213.777777777778,1924,20,23.3333333333333,210
Midwest,40.424648,-83.378905,41-45,1677287,Churner,26,1412,462,0.394771016975861,42.1670559330457,0,0.727272727272727,0,22,10,1,1.1304347826087,2.36363636363636,13,61.3913043478261,128.363636363636,706,20.0869565217391,42,231
Midwest,40.424648,-83.378905,41-45,1458381,Churner,10,293,168,0.462910049886276,28.8836953512333,0,0,60,8,8,1,1.11111111111111,1.11111111111111,5,32.5555555555556,32.5555555555556,146.5,18.6666666666667,18.6666666666667,84
Midwest,40.424648,-83.378905,41-45,1452266,Churner,13,1256,189,0.52704627669473,96.4522046289134,0,0,54,9,8,1,1.3,1.44444444444444,6.5,125.6,139.555555555556,628,18.9,21,94.5
Midwest,40.424648,-83.378905,41-45,1136463,Churner,20,1923,294,0.937614461876991,184.535427969331,0,0,88,14,11,1,1.33333333333333,1.66666666666667,10,128.2,160.25,961.5,19.6,24.5,147
Midwest,40.424648,-83.378905,41-45,1650624,Nonchurner,118,9355,1827,0.914699232487301,89.1482745897882,0,0.942528735632184,4,87,51,1,1.34090909090909,2.26923076923077,59,106.306818181818,179.903846153846,4677.5,20.7613636363636,35.1346153846154,913.5
Midwest,40.424648,-83.378905,41-45,2138695,Nonchurner,12,534,168,0.534522483824849,18.3049563935954,0,2.125,72,8,7,1,1.33333333333333,1.5,6,59.3333333333333,66.75,267,18.6666666666667,21,84
Midwest,40.424648,-83.378905,41-45,1474930,Churner,28,2627,567,0.192450089729875,44.8894495183743,0,0.259259259259259,88,27,17,1,1,1.55555555555556,14,93.8214285714286,145.944444444444,1313.5,20.25,31.5,283.5
Midwest,40.424648,-83.378905,41-45,1735352,Churner,9,1006,189,0,141.604005749994,0,3.88888888888889,25,9,7,1,0.9,1.125,4.5,100.6,125.75,503,18.9,23.625,94.5
Midwest,40.424648,-83.378905,41-45,1477641,Nonchurner,54,4431,672,1.14828062210279,147.427616876018,0,2.0625,18,32,25,1,1.63636363636364,2.07692307692308,27,134.272727272727,170.423076923077,2215.5,20.3636363636364,25.8461538461538,336
Midwest,40.424648,-83.378905,41-45,1599602,Churner,20,1312,210,1.56347191994114,102.090156234575,0,0,66,10,10,1,1.81818181818182,1.81818181818182,10,119.272727272727,119.272727272727,656,19.0909090909091,19.0909090909091,105
Midwest,40.424648,-83.378905,41-45,2137650,Churner,2,428,42,0,120.208152801713,0,0,81,2,2,1,0.666666666666667,0.666666666666667,1,142.666666666667,142.666666666667,214,14,14,21
Midwest,40.424648,-83.378905,41-45,1670424,Nonchurner,75,5439,945,0.879049072991533,123.051836822758,0,1.88888888888889,4,45,25,1,1.6304347826087,2.88461538461538,37.5,118.239130434783,209.192307692308,2719.5,20.5434782608696,36.3461538461538,472.5
Midwest,40.424648,-83.378905,41-45,1415018,Nonchurner,20,2745,399,0.229415733870562,259.678084563059,0,0,24,19,17,1,1,1.11111111111111,10,137.25,152.5,1372.5,19.95,22.1666666666667,199.5
Midwest,40.424648,-83.378905,41-45,1375459,Churner,28,1834,483,0.518434859512082,48.1807368064197,0,0,37,23,20,1,1.16666666666667,1.33333333333333,14,76.4166666666667,87.3333333333333,917,20.125,23,241.5
Midwest,40.424648,-83.378905,41-45,1194197,Churner,18,1637,336,0.341565025531987,62.1790090518228,0,0,66,16,13,1,1.05882352941176,1.28571428571429,9,96.2941176470588,116.928571428571,818.5,19.7647058823529,24,168
Midwest,40.424648,-83.378905,41-45,2028552,Nonchurner,31,1038,378,2.10896003240949,27.9747785566592,0,3.44444444444444,25,18,15,1,1.63157894736842,1.9375,15.5,54.6315789473684,64.875,519,19.8947368421053,23.625,189
Midwest,40.424648,-83.378905,41-45,1039528,Churner,8,1358,147,0.377964473009227,147.613233372441,0,2.28571428571429,11,7,5,1,1,1.33333333333333,4,169.75,226.333333333333,679,18.375,24.5,73.5
Midwest,40.424648,-83.378905,41-45,1558838,Churner,31,2534,504,1.04170289792063,105.893267292926,0,0,94,24,16,1,1.24,1.82352941176471,15.5,101.36,149.058823529412,1267,20.16,29.6470588235294,252
Midwest,40.424648,-83.378905,41-45,2128269,Nonchurner,17,3028,168,1.64208056179609,527.155710257551,0,10.5,4,8,8,1,1.88888888888889,1.88888888888889,8.5,336.444444444444,336.444444444444,1514,18.6666666666667,18.6666666666667,84
Midwest,40.424648,-83.378905,41-45,314954,Churner,4,221,84,0,46.5215004057264,0,0,20,4,4,1,0.8,0.8,2,44.2,44.2,110.5,16.8,16.8,42
Midwest,40.424648,-83.378905,41-45,1595468,Nonchurner,349,25573,5691,0.837876096864489,94.3664416565538,0,0.280442804428044,19,271,127,1,1.28308823529412,2.7265625,174.5,94.0183823529412,199.7890625,12786.5,20.9227941176471,44.4609375,2845.5
Midwest,40.424648,-83.378905,41-45,136952,Churner,1,341,21,0,0,0,0,74,1,1,1,0.5,0.5,0.5,170.5,170.5,170.5,10.5,10.5,10.5
Midwest,40.424648,-83.378905,41-45,2172279,Churner,12,885,126,0.632455532033676,42.1461742035977,0,0.666666666666667,16,6,3,1,1.71428571428571,3,6,126.428571428571,221.25,442.5,18,31.5,63
Midwest,40.424648,-83.378905,41-45,1476231,Churner,9,937,126,0.836660026534076,70.2806279615277,0,0,30,6,4,1,1.28571428571429,1.8,4.5,133.857142857143,187.4,468.5,18,25.2,63
Midwest,40.424648,-83.378905,41-45,1754025,Nonchurner,8,524,147,0.377964473009227,72.2805381169523,0,0,25,7,7,1,1,1,4,65.5,65.5,262,18.375,18.375,73.5
Midwest,40.424648,-83.378905,41-45,2174709,Churner,7,545,84,0.5,48.002604096028,0,0,3,4,4,1,1.4,1.4,3.5,109,109,272.5,16.8,16.8,42
Midwest,40.424648,-83.378905,41-45,1938661,Churner,28,4676,420,0.502624689950035,268.236266632314,0,1.2,36,20,17,1,1.33333333333333,1.55555555555556,14,222.666666666667,259.777777777778,2338,20,23.3333333333333,210
Midwest,40.424648,-83.378905,41-45,1745443,Churner,3,137,63,0,37.5810235801705,0,0,30,3,3,1,0.75,0.75,1.5,34.25,34.25,68.5,15.75,15.75,31.5
Midwest,40.424648,-83.378905,41-45,1878622,Churner,27,2586,420,0.5871429486124,86.5290337644569,0,0,74,20,18,1,1.28571428571429,1.42105263157895,13.5,123.142857142857,136.105263157895,1293,20,22.1052631578947,210
Midwest,40.424648,-83.378905,41-45,1624625,Churner,8,733,84,1.4142135623731,225.733434239001,0,0,82,4,3,1,1.6,2,4,146.6,183.25,366.5,16.8,21,42
Midwest,40.424648,-83.378905,41-45,1933703,Nonchurner,12,2009,168,1.0690449676497,239.295058452948,0,1.5,25,8,7,1,1.33333333333333,1.5,6,223.222222222222,251.125,1004.5,18.6666666666667,21,84
Midwest,40.424648,-83.378905,41-45,2112145,Nonchurner,7,717,126,0.408248290463863,84.3249666468953,0,2.83333333333333,74,6,6,1,1,1,3.5,102.428571428571,102.428571428571,358.5,18,18,63
Midwest,40.424648,-83.378905,41-45,2074740,Churner,15,900,273,0.375533808099405,51.8606367202105,0,0,16,13,10,1,1.07142857142857,1.36363636363636,7.5,64.2857142857143,81.8181818181818,450,19.5,24.8181818181818,136.5
Midwest,40.424648,-83.378905,41-45,503938,Churner,11,1617,147,1.13389341902768,494.075230438982,0,7,3,7,6,1,1.375,1.57142857142857,5.5,202.125,231,808.5,18.375,21,73.5
Midwest,40.424648,-83.378905,41-45,1924664,Churner,6,1242,126,0,158.276972424924,0,0,19,6,5,1,0.857142857142857,1,3,177.428571428571,207,621,18,21,63
Midwest,40.424648,-83.378905,41-45,1637434,Churner,11,10075,231,0,1561.27527710814,0,4.27272727272727,16,11,9,1,0.916666666666667,1.1,5.5,839.583333333333,1007.5,5037.5,19.25,23.1,115.5
Midwest,40.424648,-83.378905,41-45,1357653,Nonchurner,101,6942,672,3.49293642065092,265.095836292,0,2.375,1,32,28,1,3.06060606060606,3.48275862068966,50.5,210.363636363636,239.379310344828,3471,20.3636363636364,23.1724137931034,336
Midwest,40.424648,-83.378905,41-45,1754049,Nonchurner,9,636,126,0.547722557505166,57.5604030562678,0,0,52,6,6,1,1.28571428571429,1.28571428571429,4.5,90.8571428571429,90.8571428571429,318,18,18,63
Midwest,40.424648,-83.378905,41-45,1273816,Churner,6,406,105,0.447213595499958,43.0371932170303,0,0,94,5,4,1,1,1.2,3,67.6666666666667,81.2,203,17.5,21,52.5
Midwest,40.424648,-83.378905,41-45,1736243,Churner,4,268,63,0.577350269189626,21.3619599600162,0,0,71,3,3,1,1,1,2,67,67,134,15.75,15.75,31.5
Midwest,40.424648,-83.378905,41-45,1890518,Churner,51,3596,609,1.37983364457441,64.2411750470722,0,0.517241379310345,58,29,21,1,1.7,2.31818181818182,25.5,119.866666666667,163.454545454545,1798,20.3,27.6818181818182,304.5
Midwest,40.424648,-83.378905,41-45,1023336,Churner,62,3461,819,0.849704243219174,63.8100462098324,0,2,18,39,29,1,1.55,2.06666666666667,31,86.525,115.366666666667,1730.5,20.475,27.3,409.5
